               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  50,            0.043648,            0.037008,            0.015554,             0.70794,             0.50951,             0.55114,             0.32956,            0.052756,            0.035807,            0.023923,            0.008383,            0.008383,            0.008383
                  51,            0.043084,            0.036614,            0.014281,             0.50625,             0.46719,             0.52805,             0.31062,            0.052815,            0.034843,            0.023236,             0.00835,             0.00835,             0.00835
                  52,            0.042115,            0.036667,            0.014316,             0.52929,             0.58371,             0.58847,             0.36856,            0.050401,            0.034278,            0.020202,            0.008317,            0.008317,            0.008317
                  53,            0.042663,            0.037086,            0.014342,             0.50669,             0.53435,             0.52609,             0.28407,            0.054801,            0.035683,            0.024497,            0.008284,            0.008284,            0.008284
                  54,            0.041803,            0.036394,              0.0139,             0.56677,             0.37221,             0.38837,             0.21135,            0.062963,            0.037708,            0.037634,            0.008251,            0.008251,            0.008251
                  55,            0.041337,            0.036086,            0.013255,             0.62559,             0.60788,             0.62978,             0.35457,            0.048272,            0.033145,            0.018509,            0.008218,            0.008218,            0.008218
                  56,            0.042323,            0.036092,            0.013935,              0.5175,             0.50639,             0.47389,             0.27591,             0.05504,            0.036201,             0.03118,            0.008185,            0.008185,            0.008185
                  57,            0.041162,             0.03674,            0.013133,             0.73646,             0.60597,             0.66543,             0.40682,            0.047761,            0.033066,            0.015542,            0.008152,            0.008152,            0.008152
                  58,            0.041053,            0.035642,            0.013301,             0.55408,             0.60651,             0.57162,             0.31962,            0.047515,            0.034735,            0.017987,            0.008119,            0.008119,            0.008119
                  59,            0.040202,            0.035303,            0.012844,             0.53735,             0.48435,             0.49317,             0.28239,             0.05388,            0.037468,            0.027982,            0.008086,            0.008086,            0.008086
                  60,            0.039878,            0.035323,            0.012842,             0.59426,             0.57728,              0.6308,             0.37118,            0.047558,            0.034116,            0.018135,            0.008053,            0.008053,            0.008053
                  61,            0.040094,            0.035369,            0.012605,             0.65249,             0.53658,             0.61915,              0.3605,            0.048762,            0.031985,            0.017739,             0.00802,             0.00802,             0.00802
                  62,             0.04043,            0.034316,             0.01239,             0.67886,             0.58722,              0.6404,             0.38412,            0.050126,            0.034431,            0.023362,            0.007987,            0.007987,            0.007987
                  63,            0.039658,            0.034501,            0.012929,              0.5906,             0.63332,             0.65288,             0.36985,            0.045067,            0.032855,            0.015887,            0.007954,            0.007954,            0.007954
                  64,             0.03936,            0.034706,            0.012814,             0.57917,             0.57349,             0.58423,              0.2806,             0.04998,            0.034316,            0.019197,            0.007921,            0.007921,            0.007921
                  65,            0.038688,            0.034945,            0.011929,             0.64011,             0.61703,             0.66508,             0.40322,            0.047274,            0.032464,            0.017503,            0.007888,            0.007888,            0.007888
                  66,            0.039304,            0.034927,            0.011765,              0.7696,             0.46139,              0.5531,             0.33899,            0.049634,            0.035051,            0.022256,            0.007855,            0.007855,            0.007855
                  67,            0.038863,            0.034684,            0.012327,             0.64626,              0.6105,             0.64689,             0.37051,            0.047856,            0.031977,            0.016121,            0.007822,            0.007822,            0.007822
                  68,            0.038329,            0.033765,            0.012103,             0.60159,             0.57621,             0.57394,             0.33558,            0.051408,            0.040588,            0.022582,            0.007789,            0.007789,            0.007789
                  69,            0.037833,            0.034114,            0.011791,             0.65705,             0.60674,             0.62432,             0.35341,            0.046777,            0.033318,            0.017873,            0.007756,            0.007756,            0.007756
                  70,            0.038419,            0.033758,            0.011956,             0.66172,             0.62079,             0.65092,              0.3642,            0.049109,            0.033754,            0.019776,            0.007723,            0.007723,            0.007723
                  71,            0.037839,            0.033733,            0.011174,             0.70575,             0.64488,              0.6913,             0.41888,            0.044785,            0.031653,            0.015396,             0.00769,             0.00769,             0.00769
                  72,             0.03694,            0.033865,            0.011216,             0.72718,             0.64996,             0.68926,             0.43321,            0.046294,            0.032288,            0.015463,            0.007657,            0.007657,            0.007657
                  73,            0.037805,            0.033255,             0.01129,             0.67523,             0.63223,             0.66552,             0.40407,            0.045071,            0.032525,            0.018583,            0.007624,            0.007624,            0.007624
                  74,            0.037099,            0.033238,            0.010464,             0.75261,             0.57688,             0.65574,             0.38763,            0.046307,            0.034144,            0.019474,            0.007591,            0.007591,            0.007591
                  75,            0.037396,            0.033084,            0.011452,             0.76118,             0.62293,             0.70299,             0.41478,            0.046713,            0.031956,            0.017994,            0.007558,            0.007558,            0.007558
